party,total_allocation,iusaf_share,tsac_share,sosac_share,component_iusaf_amt,component_tsac_amt,component_sosac_amt,is_sids,is_ldc,un_band
Algeria,6.2517760727479414,0.006251776072747941,0.030449220548135984,0.0,6.2517760727479414,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Egypt,5.399261153736858,0.005399261153736857,0.012726274318205163,0.0,5.399261153736858,0.0,0.0,False,False,Band 4: 0.1% - 1.0%
Libya,6.2517760727479414,0.006251776072747941,0.022494739779853043,0.0,6.2517760727479414,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Morocco,6.2517760727479414,0.006251776072747941,0.005705697150248595,0.0,6.2517760727479414,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Sudan,7.388462631429383,0.007388462631429384,0.023881340525799634,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Tunisia,6.2517760727479414,0.006251776072747941,0.0019861911477988387,0.0,6.2517760727479414,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Burundi,8.525149190110827,0.008525149190110827,0.00032830451001206347,0.0,8.525149190110827,0.0,0.0,False,True,Band 1: <= 0.001%
Comoros,8.525149190110827,0.008525149190110827,2.3791849421045566e-05,0.02564102564102564,8.525149190110827,0.0,0.0,True,True,Band 1: <= 0.001%
Djibouti,7.388462631429383,0.007388462631429384,0.0002963434011713252,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Eritrea,8.525149190110827,0.008525149190110827,0.0015491958557298999,0.0,8.525149190110827,0.0,0.0,False,True,Band 1: <= 0.001%
Ethiopia,7.388462631429383,0.007388462631429384,0.01442722918937701,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Kenya,6.2517760727479414,0.006251776072747941,0.007426180258922134,0.0,6.2517760727479414,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Madagascar,7.388462631429383,0.007388462631429384,0.00743798924941661,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Malawi,7.388462631429383,0.007388462631429384,0.0012053173366019215,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Mauritius,7.388462631429383,0.007388462631429384,2.5530533741981728e-05,0.02564102564102564,7.388462631429383,0.0,0.0,True,False,Band 2: 0.001% - 0.01%
Mozambique,7.388462631429383,0.007388462631429384,0.010053430708071904,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Rwanda,7.388462631429383,0.007388462631429384,0.0003153922220404052,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Seychelles,7.388462631429383,0.007388462631429384,5.880844026695841e-06,0.02564102564102564,7.388462631429383,0.0,0.0,True,False,Band 2: 0.001% - 0.01%
Somalia,7.388462631429383,0.007388462631429384,0.008020192808059497,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
South Sudan,7.388462631429383,0.007388462631429384,0.008078873403891093,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Uganda,7.388462631429383,0.007388462631429384,0.002563536617897935,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Zambia,7.388462631429383,0.007388462631429384,0.009503827480446567,0.0,7.388462631429383,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Zimbabwe,7.388462631429383,0.007388462631429384,0.004945661982015839,0.0,7.388462631429383,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
