party,total_allocation,iusaf_share,tsac_share,sosac_share,component_iusaf_amt,component_tsac_amt,component_sosac_amt,is_sids,is_ldc,un_band
Algeria,5.163820510088095,0.006251776072747941,0.030449220548135984,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Egypt,4.459663167803353,0.005399261153736857,0.012726274318205163,0.0,4.4596631678033525,0.0,0.0,False,False,Band 4: 0.1% - 1.0%
Libya,5.163820510088095,0.006251776072747941,0.022494739779853043,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Morocco,5.163820510088095,0.006251776072747941,0.005705697150248595,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Sudan,6.1026969664677475,0.007388462631429384,0.023881340525799634,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Tunisia,5.163820510088095,0.006251776072747941,0.0019861911477988387,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Burundi,7.041573422847401,0.008525149190110827,0.00032830451001206347,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Comoros,11.503712845924325,0.008525149190110827,2.3791849421045566e-05,0.02564102564102564,7.0415734228474,0.0,4.462139423076924,True,True,Band 1: <= 0.001%
Djibouti,6.1026969664677475,0.007388462631429384,0.0002963434011713252,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Eritrea,7.041573422847401,0.008525149190110827,0.0015491958557298999,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Ethiopia,6.1026969664677475,0.007388462631429384,0.01442722918937701,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Kenya,5.163820510088095,0.006251776072747941,0.007426180258922134,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Madagascar,6.1026969664677475,0.007388462631429384,0.00743798924941661,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Malawi,6.1026969664677475,0.007388462631429384,0.0012053173366019215,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Mauritius,10.564836389544672,0.007388462631429384,2.5530533741981728e-05,0.02564102564102564,6.102696966467747,0.0,4.462139423076924,True,False,Band 2: 0.001% - 0.01%
Mozambique,6.1026969664677475,0.007388462631429384,0.010053430708071904,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Rwanda,6.1026969664677475,0.007388462631429384,0.0003153922220404052,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Seychelles,10.564836389544672,0.007388462631429384,5.880844026695841e-06,0.02564102564102564,6.102696966467747,0.0,4.462139423076924,True,False,Band 2: 0.001% - 0.01%
Somalia,6.1026969664677475,0.007388462631429384,0.008020192808059497,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
South Sudan,6.1026969664677475,0.007388462631429384,0.008078873403891093,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Uganda,6.1026969664677475,0.007388462631429384,0.002563536617897935,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Zambia,6.1026969664677475,0.007388462631429384,0.009503827480446567,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Zimbabwe,6.1026969664677475,0.007388462631429384,0.004945661982015839,0.0,6.102696966467747,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
Angola,6.1026969664677475,0.007388462631429384,0.01593836575669936,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Cameroon,5.163820510088095,0.006251776072747941,0.006043334304042154,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Central African Republic,7.041573422847401,0.008525149190110827,0.00796445263424125,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Chad,6.1026969664677475,0.007388462631429384,0.01609817130090305,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Congo,6.1026969664677475,0.007388462631429384,0.004365887467644847,0.0,6.102696966467747,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
Democratic Republic of the Congo,6.1026969664677475,0.007388462631429384,0.028982972718958274,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Equatorial Guinea,6.1026969664677475,0.007388462631429384,0.00035860364119308336,0.0,6.102696966467747,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
Gabon,5.163820510088095,0.006251776072747941,0.0032941675659972115,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Botswana,5.163820510088095,0.006251776072747941,0.007245327685324639,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Eswatini,6.1026969664677475,0.007388462631429384,0.00021989242882427927,0.0,6.102696966467747,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
Lesotho,7.041573422847401,0.008525149190110827,0.00038813570576192553,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Namibia,6.1026969664677475,0.007388462631429384,0.010525304518996562,0.0,6.102696966467747,0.0,0.0,False,False,Band 2: 0.001% - 0.01%
South Africa,4.459663167803353,0.005399261153736857,0.015508680609444473,0.0,4.4596631678033525,0.0,0.0,False,False,Band 4: 0.1% - 1.0%
Benin,6.1026969664677475,0.007388462631429384,0.0014415738531526588,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Burkina Faso,6.1026969664677475,0.007388462631429384,0.003497823751530396,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Cabo Verde,11.503712845924325,0.008525149190110827,5.152130745127009e-05,0.02564102564102564,7.0415734228474,0.0,4.462139423076924,True,False,Band 1: <= 0.001%
Côte d’Ivoire,5.163820510088095,0.006251776072747941,0.004065453044541908,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Gambia,7.041573422847401,0.008525149190110827,0.0001293785685873085,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Ghana,5.163820510088095,0.006251776072747941,0.00290888279114388,0.0,5.163820510088094,0.0,0.0,False,False,Band 3: 0.01% - 0.1%
Guinea,6.1026969664677475,0.007388462631429384,0.0031413934657384826,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Guinea-Bissau,11.503712845924325,0.008525149190110827,0.00035949855224062403,0.02564102564102564,7.0415734228474,0.0,4.462139423076924,True,True,Band 1: <= 0.001%
Liberia,7.041573422847401,0.008525149190110827,0.0012313976014159639,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Mali,6.1026969664677475,0.007388462631429384,0.01559945015855217,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Mauritania,6.1026969664677475,0.007388462631429384,0.013176925952859572,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Niger,6.1026969664677475,0.007388462631429384,0.016194054627425264,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Nigeria,4.459663167803353,0.005399261153736857,0.011643687639551677,0.0,4.4596631678033525,0.0,0.0,False,False,Band 4: 0.1% - 1.0%
Senegal,6.1026969664677475,0.007388462631429384,0.002461388914042935,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Sierra Leone,7.041573422847401,0.008525149190110827,0.0009227811344497952,0.0,7.0415734228474,0.0,0.0,False,True,Band 1: <= 0.001%
Togo,6.1026969664677475,0.007388462631429384,0.0006953458839391017,0.0,6.102696966467747,0.0,0.0,False,True,Band 2: 0.001% - 0.01%
Antigua and Barbuda,10.564836389544672,0.007388462631429384,5.625155155969935e-06,0.02564102564102564,6.102696966467747,0.0,4.462139423076924,True,False,Band 2: 0.001% - 0.01%
